ID,Type,From,To,Amount,Txn,ether,USD,date
9547,Sold,0xd311db,215878,"27Ξ ($99,199)","May 08, 2021",27,99199,2021-05-08
8653,Sold,16671152,2220795,"21Ξ ($74,513)","May 08, 2021",21,74513,2021-05-08
7242,Sold,422151,11570151,"29.89Ξ ($105,796)","May 08, 2021",29.89,105796,2021-05-08
2540,Sold,TokenAng…,0x052564,"125Ξ ($442,438)","May 08, 2021",125,442438,2021-05-08
2645,Sold,🤹🏻‍♂.e…,0x42de10,"42Ξ ($149,760)","May 08, 2021",42,149760,2021-05-08
8725,Sold,13401139,199077,"38Ξ ($135,577)","May 08, 2021",38,135577,2021-05-08
1030,Sold,0x0b88fd,0x1e243e,"24Ξ ($84,838)","May 08, 2021",24,84838,2021-05-08
1030,Sold,0xff2854,0x0b88fd,"22.98Ξ ($67,548)","May 02, 2021",22.98,67548,2021-05-02
6068,Sold,daddykal…,AZonneve…,"20.69Ξ ($72,998)","May 08, 2021",20.69,72998,2021-05-08
6068,Sold,Hans,daddykal…,"24Ξ ($66,505)","Apr 29, 2021",24,66505,2021-04-29
2835,Sold,0xb4a8bf,0x0e9aed,"23Ξ ($81,256)","May 08, 2021",23,81256,2021-05-08
9602,Sold,10635491,11913961,"19.99Ξ ($69,746)","May 08, 2021",19.99,69746,2021-05-08
0342,Sold,barthazi…,0x1424d2,"20.50Ξ ($71,249)","May 07, 2021",20.5,71249,2021-05-07
8456,Sold,0x1424d2,0x83d66b,"22.94Ξ ($79,730)","May 07, 2021",22.94,79730,2021-05-07
4133,Sold,0x062c54,12263111,"55Ξ ($192,134)","May 07, 2021",55,192134,2021-05-07
5140,Sold,0x5e1b38,0xb63c13,"27Ξ ($95,027)","May 07, 2021",27,95027,2021-05-07
6928,Sold,0xd94be5,14491129,"25.75Ξ ($90,627)","May 07, 2021",25.75,90627,2021-05-07
5840,Sold,0x4affe1,0x0e9aed,"19.49Ξ ($69,103)","May 07, 2021",19.49,69103,2021-05-07
5840,Sold,DB,0x4affe1,"18Ξ ($63,216)","May 07, 2021",18,63216,2021-05-07
9210,Sold,1355393,11844417,"21Ξ ($73,507)","May 07, 2021",21,73507,2021-05-07
6830,Sold,575616,10238050,"19.94Ξ ($69,011)","May 07, 2021",19.94,69011,2021-05-07
6830,Sold,6448205,575616,"21.99Ξ ($64,819)","May 02, 2021",21.99,64819,2021-05-02
1010,Sold,9485902,8719534,"50Ξ ($173,045)","May 07, 2021",50,173045,2021-05-07
1622,Sold,3926171,1794692,"21.50Ξ ($74,295)","May 07, 2021",21.5,74295,2021-05-07
3671,Sold,brianx.e…,0x8b1083,"26Ξ ($89,600)","May 07, 2021",26,89600,2021-05-07
0497,Sold,0xa2dcba,0x0d82eb,"19.89Ξ ($68,543)","May 07, 2021",19.89,68543,2021-05-07
0497,Sold,brianx.e…,0xa2dcba,"19.50Ξ ($43,916)","Apr 20, 2021",19.5,43916,2021-04-20
0447,Sold,0xa6e59b,tonyherr…,"20.50Ξ ($70,476)","May 07, 2021",20.5,70476,2021-05-07
0447,Sold,punk5974…,0xa6e59b,"19.50Ξ ($45,366)","Apr 26, 2021",19.5,45366,2021-04-26
8577,Sold,0x4c9692,0x415424,"47.50Ξ ($168,080)","May 06, 2021",47.5,168080,2021-05-06
8577,Sold,0x8ee483,0x4c9692,"50Ξ ($107,644)","Apr 18, 2021",50,107644,2021-04-18
1676,Sold,0x0ec5b4,12973463,"19.50Ξ ($68,514)","May 06, 2021",19.5,68514,2021-05-06
7206,Sold,1471195,0xb9d94a,"33Ξ ($114,256)","May 06, 2021",33,114256,2021-05-06
9042,Sold,cryptosa…,0x0e9aed,"20.98Ξ ($74,992)","May 06, 2021",20.98,74992,2021-05-06
4298,Sold,7293485,11996186,"38Ξ ($135,829)","May 06, 2021",38,135829,2021-05-06
4584,Sold,0xa6e2e9,5836712,"22.97Ξ ($81,642)","May 06, 2021",22.97,81642,2021-05-06
4711,Sold,🤹🏻‍♂.e…,0xf8703a,"20.70Ξ ($73,921)","May 06, 2021",20.7,73921,2021-05-06
6550,Sold,0x7c2b65,0x7e152b,"23.49Ξ ($83,884)","May 06, 2021",23.49,83884,2021-05-06
6550,Sold,0xfc2a61,0x7c2b65,"23.50Ξ ($74,563)","May 03, 2021",23.5,74563,2021-05-03
7332,Sold,3926171,8248934,"25Ξ ($86,707)","May 06, 2021",25,86707,2021-05-06
6833,Sold,3699717,6583658,"20.50Ξ ($71,454)","May 06, 2021",20.5,71454,2021-05-06
4474,Sold,196085,16105941,"22Ξ ($76,682)","May 06, 2021",22,76682,2021-05-06
4198,Sold,15420373,0xa37ed0,"21Ξ ($73,591)","May 06, 2021",21,73591,2021-05-06
5063,Sold,0xbff231,0xa06bd7,"18.88Ξ ($65,026)","May 06, 2021",18.88,65026,2021-05-06
5063,Sold,0x464994,0xbff231,"18Ξ ($62,457)","May 06, 2021",18,62457,2021-05-06
5063,Sold,0x6611fe,0x464994,"20.75Ξ ($51,296)","Apr 17, 2021",20.75,51296,2021-04-17
4441,Sold,0x46fa5d,0x743b87,"144.41Ξ ($493,690)","May 06, 2021",144.41,493690,2021-05-06
6748,Sold,0x0873fc,wookie.e…,"23.50Ξ ($80,962)","May 06, 2021",23.5,80962,2021-05-06
4458,Sold,0xac33a5,0x464994,"27.50Ξ ($95,421)","May 06, 2021",27.5,95421,2021-05-06
4458,Sold,0xf3d10d,0xac33a5,"24Ξ ($70,744)","May 02, 2021",24,70744,2021-05-02
1737,Sold,0xbff231,wookie.e…,"37.50Ξ ($130,293)","May 06, 2021",37.5,130293,2021-05-06
1737,Sold,0x0b7ab9,0xbff231,"36Ξ ($77,852)","Apr 13, 2021",36,77852,2021-04-13
4466,Sold,0xacaa0a,11570151,"25.88Ξ ($89,476)","May 06, 2021",25.88,89476,2021-05-06
8828,Sold,0xb50ac7,anonymou…,"55Ξ ($190,408)","May 05, 2021",55,190408,2021-05-05
5848,Sold,11079399,553331,"24Ξ ($83,239)","May 05, 2021",24,83239,2021-05-05
4950,Sold,0x62bdc6,0x27c79a,"19Ξ ($64,961)","May 05, 2021",19,64961,2021-05-05
7830,Sold,anonymou…,0x940fec,"25.25Ξ ($84,464)","May 05, 2021",25.25,84464,2021-05-05
3310,Sold,0x27c79a,9703404,"31Ξ ($103,782)","May 05, 2021",31,103782,2021-05-05
5480,Sold,redlione…,0x940fec,"26.99Ξ ($90,357)","May 05, 2021",26.99,90357,2021-05-05
3508,Sold,0xa38920,9703404,"32Ξ ($107,130)","May 05, 2021",32,107130,2021-05-05
3508,Sold,0x4e2a48,10717472,"24.48Ξ ($81,947)","May 05, 2021",24.48,81947,2021-05-05
1205,Sold,0x67edd0,0x940fec,"28Ξ ($93,739)","May 05, 2021",28,93739,2021-05-05
2599,Sold,SenecaEt…,0xdddc07,"20.75Ξ ($69,467)","May 05, 2021",20.75,69467,2021-05-05
3129,Sold,Pranksy,alphab.e…,"32.50Ξ ($109,427)","May 05, 2021",32.5,109427,2021-05-05
3129,Sold,0xfba169,Pranksy,"30Ξ ($101,009)","May 05, 2021",30,101009,2021-05-05
3197,Sold,11354535,7910798,"80Ξ ($267,802)","May 05, 2021",80,267802,2021-05-05
1271,Sold,2671661,957165,"87Ξ ($282,545)","May 05, 2021",87,282545,2021-05-05
5486,Sold,0xf2907a,11844417,"100Ξ ($324,764)","May 05, 2021",100,324764,2021-05-05
5609,Sold,10937065,15584009,"23.97Ξ ($80,417)","May 05, 2021",23.97,80417,2021-05-05
4619,Sold,0xcffc33,957165,"125Ξ ($419,362)","May 05, 2021",125,419362,2021-05-05
7251,Sold,0x8f6b1e,15023858,"19.50Ξ ($65,421)","May 05, 2021",19.5,65421,2021-05-05
9951,Sold,13630515,11844417,"62Ξ ($204,285)","May 05, 2021",62,204285,2021-05-05
9763,Sold,0x6efbb6,11996186,"30Ξ ($98,848)","May 05, 2021",30,98848,2021-05-05
5416,Sold,0x609630,tonyherr…,"20Ξ ($65,898)","May 05, 2021",20,65898,2021-05-05
5416,Sold,0x267e95,0x609630,"21.49Ξ ($52,097)","Apr 15, 2021",21.49,52097,2021-04-15
5416,Sold,0x62bdc6,0x267e95,"19.99Ξ ($46,906)","Apr 14, 2021",19.99,46906,2021-04-14
8634,Sold,0x983ace,12930485,"29Ξ ($95,747)","May 05, 2021",29,95747,2021-05-05
8634,Sold,0x889233,9976526,"25.50Ξ ($55,208)","Apr 13, 2021",25.5,55208,2021-04-13
1882,Sold,14693721,9453401,"30Ξ ($98,596)","May 04, 2021",30,98596,2021-05-04
7018,Sold,shilpixe…,0x18ee9c,"59Ξ ($193,905)","May 04, 2021",59,193905,2021-05-04
2626,Sold,Deeze,shilpixe…,"50Ξ ($164,327)","May 04, 2021",50,164327,2021-05-04
8682,Sold,0x71ecad,0xddcd25,"27Ξ ($91,133)","May 04, 2021",27,91133,2021-05-04
8682,Sold,0x0ec348,0x71ecad,"25.52Ξ ($59,434)","Apr 14, 2021",25.52,59434,2021-04-14
2108,Sold,0x436a4a,2442329,"20Ξ ($67,735)","May 04, 2021",20,67735,2021-05-04
0118,Sold,0x436a4a,9533918,"20.45Ξ ($69,259)","May 04, 2021",20.45,69259,2021-05-04
7748,Sold,14130067,957165,"92Ξ ($312,399)","May 04, 2021",92,312399,2021-05-04
9119,Sold,16105941,2442329,"32Ξ ($106,590)","May 04, 2021",32,106590,2021-05-04
9119,Sold,5734076,16105941,"22Ξ ($55,927)","Apr 16, 2021",22,55927,2021-04-16
9686,Sold,0x2044f8,0xd94be5,"25Ξ ($80,272)","May 04, 2021",25,80272,2021-05-04
5612,Sold,0xcd2e96,0xce7a9f,"21.75Ξ ($69,836)","May 04, 2021",21.75,69836,2021-05-04
5612,Sold,0xe8f119,0xcd2e96,"23.75Ξ ($69,479)","May 01, 2021",23.75,69479,2021-05-01
5612,Sold,0x62bdc6,0xe8f119,"22.46Ξ ($48,068)","Apr 13, 2021",22.46,48068,2021-04-13
4992,Sold,14130067,957165,"61.30Ξ ($196,826)","May 04, 2021",61.3,196826,2021-05-04
1705,Sold,7310068,bneiluj.…,"21Ξ ($67,428)","May 04, 2021",21,67428,2021-05-04
6379,Sold,wookie.e…,0xe85740,"20.99Ξ ($68,591)","May 04, 2021",20.99,68591,2021-05-04
2004,Sold,4399786,5469686,"21Ξ ($69,886)","May 04, 2021",21,69886,2021-05-04
5820,Sold,AZonneve…,0x0e9aed,"25.95Ξ ($89,282)","May 04, 2021",25.95,89282,2021-05-04
3832,Sold,Kataster…,mabot.et…,"25.75Ξ ($89,453)","May 04, 2021",25.75,89453,2021-05-04
6843,Sold,4399786,AZonneve…,"21.50Ξ ($74,689)","May 04, 2021",21.5,74689,2021-05-04
1995,Sold,15693454,2025467,"27Ξ ($93,795)","May 04, 2021",27,93795,2021-05-04
3553,Sold,redlione…,wookie.e…,"20.99Ξ ($72,917)","May 04, 2021",20.99,72917,2021-05-04
3553,Sold,0xbac42c,wookie.e…,"20.50Ξ ($49,904)","Apr 26, 2021",20.5,49904,2021-04-26
9022,Sold,0xa06bd7,0x62bdc6,"20.94Ξ ($72,743)","May 04, 2021",20.94,72743,2021-05-04
9022,Sold,0x3e4399,0xa06bd7,"21.88Ξ ($71,328)","May 03, 2021",21.88,71328,2021-05-03
9022,Sold,0xdfce59,0x3e4399,"24.88Ξ ($78,855)","May 03, 2021",24.88,78855,2021-05-03
3226,Sold,0xe53ef2,Deeze,"20.65Ξ ($70,999)","May 04, 2021",20.65,70999,2021-05-04
3226,Sold,chints,0xe53ef2,"19.50Ξ ($47,423)","Apr 17, 2021",19.5,47423,2021-04-17
6506,Sold,0xd41d35,0x2978f0,"21Ξ ($72,202)","May 04, 2021",21,72202,2021-05-04
2870,Sold,0x6ef237,0x59d2bc,"21Ξ ($72,202)","May 04, 2021",21,72202,2021-05-04
2870,Sold,antagoni…,0x6ef237,"19.99Ξ ($45,893)","Apr 23, 2021",19.99,45893,2021-04-23
2870,Sold,0x62bdc6,antagoni…,"19.49Ξ ($48,136)","Apr 15, 2021",19.49,48136,2021-04-15
4195,Sold,0x6ef237,wookie.e…,"21Ξ ($71,863)","May 04, 2021",21,71863,2021-05-04
4195,Sold,0xa2dcba,0x6ef237,"20.90Ξ ($48,657)","Apr 23, 2021",20.9,48657,2021-04-23
8444,Sold,0x2978f0,wookie.e…,"20.59Ξ ($70,460)","May 04, 2021",20.59,70460,2021-05-04
8444,Sold,0xa45138,0x2978f0,"20.95Ξ ($70,097)","May 04, 2021",20.95,70097,2021-05-04
6493,Sold,0x967ee5,0x641fb9,"24Ξ ($80,633)","May 04, 2021",24,80633,2021-05-04
6493,Sold,0x4affe1,0x967ee5,"25.75Ξ ($86,158)","May 04, 2021",25.75,86158,2021-05-04
2542,Sold,2717936,12955750,"20.69Ξ ($69,227)","May 04, 2021",20.69,69227,2021-05-04
2542,Sold,4774681,2717936,"21Ξ ($49,123)","Apr 14, 2021",21,49123,2021-04-14
8956,Sold,7270967,8266189,"21Ξ ($70,782)","May 04, 2021",21,70782,2021-05-04
8956,Sold,9483859,7270967,"20.21Ξ ($47,051)","Apr 23, 2021",20.21,47051,2021-04-23
9124,Sold,Alley,0x0e9aed,"23Ξ ($77,523)","May 04, 2021",23,77523,2021-05-04
4957,Sold,0x14ae81,0xbb1ec7,"26.95Ξ ($91,188)","May 04, 2021",26.95,91188,2021-05-04
0661,Sold,12196244,345726,"45Ξ ($152,262)","May 04, 2021",45,152262,2021-05-04
0661,Sold,15926777,12196244,"36Ξ ($85,563)","Apr 17, 2021",36,85563,2021-04-17
9335,Sold,0x39ba31,0x05467e,"26.26Ξ ($88,853)","May 04, 2021",26.26,88853,2021-05-04
9060,Sold,TokenAng…,0x05467e,"27.50Ξ ($93,049)","May 04, 2021",27.5,93049,2021-05-04
6361,Sold,16250839,345726,"27Ξ ($91,357)","May 04, 2021",27,91357,2021-05-04
6361,Sold,755965,16250839,"21Ξ ($52,778)","Apr 16, 2021",21,52778,2021-04-16
3846,Sold,0x4d0dc3,0x05467e,"25Ξ ($84,590)","May 04, 2021",25,84590,2021-05-04
3846,Sold,0xb33f6f,0x4d0dc3,"19.98Ξ ($44,748)","Apr 24, 2021",19.98,44748,2021-04-24
5936,Sold,0xaea8e3,0x05467e,"26.99Ξ ($91,323)","May 04, 2021",26.99,91323,2021-05-04
5936,Sold,0x4e9481,0xaea8e3,"22Ξ ($54,052)","Apr 15, 2021",22,54052,2021-04-15
5071,Sold,0xb7d53f,0x05467e,"27.75Ξ ($93,895)","May 04, 2021",27.75,93895,2021-05-04
5568,Sold,7293485,345726,"28Ξ ($94,741)","May 04, 2021",28,94741,2021-05-04
8937,Sold,0x78b58e,0x05467e,"26Ξ ($87,974)","May 04, 2021",26,87974,2021-05-04
8937,Sold,3van.eth,0x78b58e,"21Ξ ($48,520)","Apr 20, 2021",21,48520,2021-04-20
8937,Sold,0x769eec,3van.eth,"21.60Ξ ($46,764)","Apr 13, 2021",21.6,46764,2021-04-13
2235,Sold,0x0ebd1a,0x00653d,"20.50Ξ ($69,093)","May 04, 2021",20.5,69093,2021-05-04
7678,Sold,0x6ef237,0x86f391,"21Ξ ($68,282)","May 04, 2021",21,68282,2021-05-04
7678,Sold,0xda6645,0x6ef237,"20.70Ξ ($48,192)","Apr 23, 2021",20.7,48192,2021-04-23
8542,Sold,0xe85740,0x0d7794,"20.24Ξ ($65,811)","May 04, 2021",20.24,65811,2021-05-04
8542,Sold,0x37ad75,0xe85740,"18.69Ξ ($61,463)","May 04, 2021",18.69,61463,2021-05-04
8565,Sold,8247128,stazie,"25.75Ξ ($83,727)","May 04, 2021",25.75,83727,2021-05-04
8565,Sold,7293485,0x7dd758,"25.25Ξ ($79,660)","May 03, 2021",25.25,79660,2021-05-03
3526,Sold,4364806,7506703,"26.90Ξ ($87,466)","May 04, 2021",26.9,87466,2021-05-04
3526,Sold,3699717,4364806,"21.45Ξ ($63,790)","May 02, 2021",21.45,63790,2021-05-02
1765,Sold,15271881,13599745,"43Ξ ($139,815)","May 04, 2021",43,139815,2021-05-04
1765,Sold,5734076,15271881,"33.99Ξ ($86,471)","Apr 22, 2021",33.99,86471,2021-04-22
7987,Sold,0x5f5df4,sighduck…,"29.99Ξ ($98,799)","May 04, 2021",29.99,98799,2021-05-04
9849,Sold,0x0e9aed,4281380,"46.50Ξ ($152,918)","May 04, 2021",46.5,152918,2021-05-04
7401,Sold,0xd1e8b7,0x1bb772,"26.99Ξ ($88,758)","May 04, 2021",26.99,88758,2021-05-04
7814,Sold,0xb4bb41,8640107,"77Ξ ($259,989)","May 04, 2021",77,259989,2021-05-04
1944,Sold,0x5778e8,0xc66b8d,"30Ξ ($101,294)","May 04, 2021",30,101294,2021-05-04
5828,Sold,10682544,6527914,"25Ξ ($84,905)","May 03, 2021",25,84905,2021-05-03
9881,Sold,0xb70c1a,0xcf8401,"31.90Ξ ($108,339)","May 03, 2021",31.9,108339,2021-05-03
9881,Sold,0x0a4eaf…,0xb70c1a,"23.30Ξ ($58,768)","Apr 16, 2021",23.3,58768,2021-04-16
6765,Sold,3699717,9059630,"21.45Ξ ($71,689)","May 03, 2021",21.45,71689,2021-05-03
7080,Sold,0x62bdc6,0x9bf3bd,"20Ξ ($66,843)","May 03, 2021",20,66843,2021-05-03
3175,Sold,wookie.e…,0x3d0107,"20.10Ξ ($66,003)","May 03, 2021",20.1,66003,2021-05-03
3175,Sold,0x76b8a6,0xb3cd42,"25Ξ ($79,235)","May 03, 2021",25,79235,2021-05-03
4639,Sold,0x4c9692,beautifu…,"67Ξ ($220,011)","May 03, 2021",67,220011,2021-05-03
3901,Sold,0x6ef237,0x023ef7,"21Ξ ($68,959)","May 03, 2021",21,68959,2021-05-03
3901,Sold,owlman.e…,0x6ef237,"20.49Ξ ($47,703)","Apr 23, 2021",20.49,47703,2021-04-23
3901,Sold,0x0ec348,owlman.e…,"19.69Ξ ($47,540)","Apr 22, 2021",19.69,47540,2021-04-22
3834,Sold,0xaae8c5,0xd5bc69,"20.99Ξ ($69,176)","May 03, 2021",20.99,69176,2021-05-03
5647,Sold,0x78b58e,0xcf8401,"75Ξ ($247,174)","May 03, 2021",75,247174,2021-05-03
5647,Sold,wookie.e…,0x78b58e,"59Ξ ($143,111)","Apr 15, 2021",59,143111,2021-04-15
4726,Sold,0x4c9692,0xbb1ec7,"25Ξ ($82,391)","May 03, 2021",25,82391,2021-05-03
3299,Sold,10937065,12263111,"24.97Ξ ($82,292)","May 03, 2021",24.97,82292,2021-05-03
7435,Sold,0xcdd84c,point-gr…,"24.50Ξ ($80,743)","May 03, 2021",24.5,80743,2021-05-03
5343,Sold,12878075,15374116,"26.75Ξ ($88,159)","May 03, 2021",26.75,88159,2021-05-03
9142,Sold,0xaae8c5,0x62bdc6,"21.89Ξ ($72,581)","May 03, 2021",21.89,72581,2021-05-03
4167,Sold,brazy.et…,0xea9724,"38.50Ξ ($127,655)","May 03, 2021",38.5,127655,2021-05-03
4167,Sold,0x0a4eaf…,brazy.et…,"38Ξ ($95,845)","Apr 16, 2021",38,95845,2021-04-16
4447,Sold,0x8f8b47,0x648174,"23Ξ ($76,262)","May 03, 2021",23,76262,2021-05-03
4447,Sold,anonymou…,0x8f8b47,"21.75Ξ ($48,984)","Apr 20, 2021",21.75,48984,2021-04-20
5584,Sold,0xbc2a43,0x6f78c7,"26Ξ ($86,209)","May 03, 2021",26,86209,2021-05-03
8419,Sold,0x7a612b,12263111,"29.69Ξ ($98,444)","May 03, 2021",29.69,98444,2021-05-03
8419,Sold,0x6f4a2d,8020267,"23.50Ξ ($57,355)","Apr 16, 2021",23.5,57355,2021-04-16
8220,Sold,0xccc003,0x340dc2,"37.50Ξ ($124,339)","May 03, 2021",37.5,124339,2021-05-03
0548,Sold,0xaae8c5,0x577ebc,"21.89Ξ ($72,581)","May 03, 2021",21.89,72581,2021-05-03
0548,Sold,0x97db27,0x8be6ad,"22.99Ξ ($73,376)","May 03, 2021",22.99,73376,2021-05-03
0548,Sold,0x4c9692,0x97db27,"18.90Ξ ($45,944)","Apr 21, 2021",18.9,45944,2021-04-21
7123,Sold,Pranksy,marce.et…,"25Ξ ($82,893)","May 03, 2021",25,82893,2021-05-03
5891,Sold,shilpixe…,0xb70c1a,"51Ξ ($169,102)","May 03, 2021",51,169102,2021-05-03
6334,Sold,shilpixe…,0xb70c1a,"32Ξ ($106,103)","May 03, 2021",32,106103,2021-05-03
8604,Sold,0xba19ba,0x8bd9c4,"21Ξ ($69,630)","May 03, 2021",21,69630,2021-05-03
8604,Sold,0x828920,0x0e9aed,"21.99Ξ ($71,687)","May 03, 2021",21.99,71687,2021-05-03
8604,Sold,0xe98492,0x828920,"24.94Ξ ($79,045)","May 03, 2021",24.94,79045,2021-05-03
9324,Sold,0xc1d1d3,sexpunks…,"23Ξ ($76,185)","May 03, 2021",23,76185,2021-05-03
9324,Sold,0xbca6da,0xc1d1d3,"23.29Ξ ($73,815)","May 03, 2021",23.29,73815,2021-05-03
9324,Sold,0xb6be4d,0xbca6da,"23.49Ξ ($74,531)","May 03, 2021",23.49,74531,2021-05-03
3179,Sold,arad.eth,0xe9d034,"21.90Ξ ($72,541)","May 03, 2021",21.9,72541,2021-05-03
3985,Sold,0x967ee5,0xce9000,"23.99Ξ ($79,464)","May 03, 2021",23.99,79464,2021-05-03
0332,Sold,0xbae25a,0x13816f,"21.49Ξ ($71,183)","May 03, 2021",21.49,71183,2021-05-03
8564,Sold,0x4c9692,0x5deedc,"28Ξ ($92,747)","May 03, 2021",28,92747,2021-05-03
6508,Sold,15840437,6101191,"22.50Ξ ($74,529)","May 03, 2021",22.5,74529,2021-05-03
7893,Sold,0xce9000,0xe7a806,"23.50Ξ ($77,841)","May 03, 2021",23.5,77841,2021-05-03
6971,Sold,0x6f4a2d,0x42f3f7,"65Ξ ($215,305)","May 03, 2021",65,215305,2021-05-03
2989,Sold,owlman.e…,0xe98492,"22.99Ξ ($74,947)","May 03, 2021",22.99,74947,2021-05-03
2989,Sold,0x6feeb0,owlman.e…,"21.69Ξ ($57,390)","Apr 27, 2021",21.69,57390,2021-04-27
3565,Sold,0xba19ba,0x0b7059,"22Ξ ($71,720)","May 03, 2021",22,71720,2021-05-03
3565,Sold,0xe41691,0x00d29f,"24.20Ξ ($76,699)","May 03, 2021",24.2,76699,2021-05-03
5773,Sold,0xf2907a,0x023ef7,"21Ξ ($68,460)","May 03, 2021",21,68460,2021-05-03
5773,Sold,itsfine,0x08ba5f,"24.12Ξ ($76,446)","May 03, 2021",24.12,76446,2021-05-03
5773,Sold,0x79a1b0,itsfine,"23.95Ξ ($75,907)","May 03, 2021",23.95,75907,2021-05-03
5773,Sold,point-gr…,0x79a1b0,"23.39Ξ ($74,652)","May 03, 2021",23.39,74652,2021-05-03
5773,Sold,0xa6e2e9,point-gr…,"21.98Ξ ($57,973)","Apr 27, 2021",21.98,57973,2021-04-27
7406,Sold,0x0e9aed,0xb13c08,"25.99Ξ ($84,727)","May 03, 2021",25.99,84727,2021-05-03
7406,Sold,0xa7bd74,0x0e9aed,"23.99Ξ ($54,486)","Apr 13, 2021",23.99,54486,2021-04-13
0750,Sold,0xf305f9,runhot99…,"27Ξ ($88,019)","May 03, 2021",27,88019,2021-05-03
6012,Sold,0x50187b,957165,"34Ξ ($110,839)","May 03, 2021",34,110839,2021-05-03
5881,Sold,brazy.et…,0x0e9aed,"21.70Ξ ($70,742)","May 03, 2021",21.7,70742,2021-05-03
5881,Sold,Pranksy,brazy.et…,"21Ξ ($66,557)","May 03, 2021",21,66557,2021-05-03
5881,Sold,cryptoke…,Pranksy,"22.20Ξ ($70,854)","May 03, 2021",22.2,70854,2021-05-03
5881,Sold,wookie.e…,cryptoke…,"21.50Ξ ($63,446)","May 02, 2021",21.5,63446,2021-05-02
4209,Sold,0x983ace,0x139a09,"26.99Ξ ($87,987)","May 03, 2021",26.99,87987,2021-05-03
4209,Sold,0xbff231,0x983ace,"24.20Ξ ($52,377)","Apr 13, 2021",24.2,52377,2021-04-13
4209,Sold,0x392d47,0xbff231,"23Ξ ($49,780)","Apr 13, 2021",23,49780,2021-04-13
4842,Sold,0x0e9aed,0x2cb435,"34.99Ξ ($114,067)","May 03, 2021",34.99,114067,2021-05-03
4842,Sold,0x5deedc,0x0e9aed,"30Ξ ($83,473)","Apr 30, 2021",30,83473,2021-04-30
6553,Sold,3747143,6583658,"23Ξ ($74,980)","May 03, 2021",23,74980,2021-05-03
6553,Sold,8844177,3747143,"24.99Ξ ($79,203)","May 03, 2021",24.99,79203,2021-05-03
7789,Sold,5734076,3411394,"29.99Ξ ($95,050)","May 03, 2021",29.99,95050,2021-05-03
2211,Sold,Pranksy,0x023ef7,"21Ξ ($66,557)","May 03, 2021",21,66557,2021-05-03
2211,Sold,0x9747d4,Pranksy,"23Ξ ($73,407)","May 03, 2021",23,73407,2021-05-03
7254,Sold,Pranksy,0x023ef7,"21Ξ ($66,557)","May 03, 2021",21,66557,2021-05-03
7254,Sold,0xb9fba8,Pranksy,"22.50Ξ ($71,812)","May 03, 2021",22.5,71812,2021-05-03
7489,Sold,3926171,10072659,"25Ξ ($79,235)","May 03, 2021",25,79235,2021-05-03
8334,Sold,0x6f4a2d,13252568,"34.50Ξ ($109,344)","May 03, 2021",34.5,109344,2021-05-03
6169,Sold,0x828920,0xce9000,"23.99Ξ ($76,034)","May 03, 2021",23.99,76034,2021-05-03
6169,Sold,0xcd2c66,0x828920,"24.95Ξ ($79,077)","May 03, 2021",24.95,79077,2021-05-03
8451,Sold,7910798,tentoedt…,"32Ξ ($101,421)","May 03, 2021",32,101421,2021-05-03
8451,Sold,14466930,0x78b58e,"25Ξ ($73,140)","May 02, 2021",25,73140,2021-05-02
2661,Sold,0x110929,0xf7f7d7,"26Ξ ($82,404)","May 03, 2021",26,82404,2021-05-03
8399,Sold,0xb6be4d,13911083,"24.49Ξ ($77,619)","May 03, 2021",24.49,77619,2021-05-03
6003,Sold,3926171,4133877,"24.50Ξ ($77,650)","May 03, 2021",24.5,77650,2021-05-03
5731,Sold,11769679,1278319,"24Ξ ($76,066)","May 03, 2021",24,76066,2021-05-03
5731,Sold,15226688,11769679,"23.70Ξ ($75,115)","May 03, 2021",23.7,75115,2021-05-03
5731,Sold,11844417,15226688,"23.50Ξ ($75,003)","May 03, 2021",23.5,75003,2021-05-03
5731,Sold,337252,11844417,"20Ξ ($49,351)","Apr 15, 2021",20,49351,2021-04-15
2595,Sold,0xc5b066,arad.eth,"24Ξ ($76,066)","May 03, 2021",24,76066,2021-05-03
2595,Sold,AZonneve…,0xc5b066,"23.74Ξ ($75,242)","May 03, 2021",23.74,75242,2021-05-03
2595,Sold,0x9e199d,quantbik…,"21.99Ξ ($55,470)","Apr 26, 2021",21.99,55470,2021-04-26
6448,Sold,0xa25803,0xbae25a,"24Ξ ($76,066)","May 03, 2021",24,76066,2021-05-03
4965,Sold,0x97db27,mjdougla…,"27.99Ξ ($88,712)","May 03, 2021",27.99,88712,2021-05-03
4965,Sold,brazy.et…,0x97db27,"24.50Ξ ($58,794)","Apr 22, 2021",24.5,58794,2021-04-22
9815,Sold,0xe85740,0xce9000,"23.30Ξ ($73,847)","May 03, 2021",23.3,73847,2021-05-03
9815,Sold,0xa25803,0xe85740,"24Ξ ($76,066)","May 03, 2021",24,76066,2021-05-03
9903,Sold,0x3f13f5,wookie.e…,"23.99Ξ ($76,034)","May 03, 2021",23.99,76034,2021-05-03
9903,Sold,0xf3016b,0x3f13f5,"24.19Ξ ($76,668)","May 03, 2021",24.19,76668,2021-05-03
9903,Sold,0x88c500,0xf3016b,"24Ξ ($55,987)","Apr 21, 2021",24,55987,2021-04-21
8372,Sold,12760011,itsfine,"23.75Ξ ($75,273)","May 03, 2021",23.75,75273,2021-05-03
